Date,GOOGL,IOC.NS,TSLA,UNH
2021-04-01,106.48899841308594,50.90790557861328,220.5833282470703,353.35321044921875
2021-04-05,110.947998046875,49.596275329589844,230.35000610351562,356.34698486328125
2021-04-06,110.46299743652344,49.814876556396484,230.5399932861328,350.7540588378906
2021-04-07,111.95149993896484,50.6619758605957,223.6566619873047,351.9766845703125
2021-04-08,112.52149963378906,50.79860305786133,227.93333435058594,351.254638671875
2021-04-09,113.53350067138672,50.11546325683594,225.67333984375,362.2383117675781
2021-04-12,112.23100280761719,47.546836853027344,233.9933319091797,362.21905517578125
2021-04-13,112.72149658203125,48.53056335449219,254.10667419433594,360.5055236816406
2021-04-14,112.09549713134766,,244.07666015625,361.5933532714844
2021-04-15,114.26249694824219,49.24103546142578,246.28334045410156,375.43603515625
2021-04-16,114.13749694824219,49.26836395263672,246.5933380126953,376.3985290527344
2021-04-19,114.48799896240234,48.148006439208984,238.2100067138672,375.2723388671875
2021-04-20,113.95050048828125,47.984046936035156,239.663330078125,381.7123718261719
2021-04-21,113.9175033569336,,248.0399932861328,383.90716552734375
2021-04-22,112.6259994506836,48.01137161254883,239.89666748046875,381.72198486328125
2021-04-23,114.99649810791016,48.12068176269531,243.13333129882812,385.3510437011719
2021-04-26,115.49649810791016,48.20265579223633,246.06666564941406,381.0673522949219
2021-04-27,114.54900360107422,48.557891845703125,234.913330078125,379.7581787109375
2021-04-28,117.9520034790039,48.85847473144531,231.46665954589844,379.8448181152344
2021-04-29,119.63800048828125,48.58522033691406,225.6666717529297,386.54473876953125
2021-04-30,117.67500305175781,49.65092468261719,236.47999572753906,383.8974914550781
2021-05-03,117.15399932861328,49.97883224487305,228.3000030517578,390.7322082519531
2021-05-04,115.34149932861328,49.951507568359375,224.53334045410156,395.96893310546875
2021-05-05,115.7385025024414,50.38871765136719,223.64666748046875,397.0856018066406
2021-05-06,116.86750030517578,50.60731887817383,221.17999267578125,399.4632873535156
2021-05-07,117.59649658203125,51.7550048828125,224.1233367919922,402.0431213378906
2021-05-10,114.5875015258789,54.1870002746582,209.67999267578125,405.1620788574219
2021-05-11,113.50299835205078,56.67363739013672,205.73333740234375,396.3154296875
2021-05-12,110.01249694824219,56.181785583496094,196.6300048828125,390.22198486328125
2021-05-13,111.4520034790039,,190.56333923339844,393.2927551269531
2021-05-14,113.91899871826172,55.22537612915039,196.5800018310547,394.4864196777344
2021-05-17,114.44599914550781,55.744571685791016,192.27667236328125,393.3601379394531
2021-05-18,113.12349700927734,57.68470764160156,192.6233367919922,395.04486083984375
2021-05-19,113.57499694824219,58.586448669433594,187.82000732421875,394.1976623535156
2021-05-20,115.34750366210938,57.22016143798828,195.5933380126953,393.3697814941406
2021-05-21,114.70649719238281,57.001556396484375,193.6266632080078,396.2480773925781
2021-05-24,118.052001953125,59.81611251831055,202.14666748046875,395.5934753417969
2021-05-25,118.14350128173828,60.280643463134766,201.56333923339844,397.6149597167969
2021-05-26,119.0155029296875,61.20972442626953,206.3766632080078,397.7690124511719
2021-05-27,118.13400268554688,60.253318786621094,210.28334045410156,397.2781066894531
2021-05-28,117.84249877929688,60.03470993041992,208.4066619873047,396.5272521972656
2021-05-31,,59.70680236816406,,
2021-06-01,119.05899810791016,60.062034606933594,207.96665954589844,391.52154541015625
2021-06-02,118.52950286865234,60.581233978271484,201.7066650390625,390.6840515136719
2021-06-03,117.37899780273438,61.45565414428711,190.94667053222656,392.7152099609375
2021-06-04,119.67849731445312,62.63066482543945,199.68333435058594,390.48193359375
2021-06-07,120.11499786376953,62.6853141784668,201.7100067138672,385.2933044433594
2021-06-08,119.9219970703125,63.77835464477539,201.19667053222656,386.7276306152344
2021-06-09,120.39700317382812,62.821937561035156,199.5933380126953,386.111572265625
2021-06-10,121.75650024414062,63.36845779418945,203.3733367919922,386.4869689941406
2021-06-11,121.51000213623047,62.90391159057617,203.29666137695312,383.021484375
2021-06-14,122.44550323486328,62.7126350402832,205.89666748046875,384.2440185546875
2021-06-15,121.41950225830078,63.259151458740234,199.7866668701172,385.3222351074219
2021-06-16,120.77249908447266,63.341129302978516,201.6233367919922,382.4054260253906
2021-06-17,121.74349975585938,62.63066482543945,205.53334045410156,382.501708984375
2021-06-18,120.11100006103516,61.373680114746094,207.77000427246094,376.19268798828125
2021-06-21,121.8125,61.5649528503418,206.94332885742188,384.5982360839844
2021-06-22,122.33049774169922,62.22077178955078,207.90333557128906,385.197265625
2021-06-23,122.12699890136719,61.70159149169922,218.85667419433594,382.1732177734375
2021-06-24,122.5,60.909141540527344,226.60667419433594,385.3711853027344
2021-06-25,122.50849914550781,60.88180923461914,223.9566650390625,391.24542236328125
2021-06-28,122.53600311279297,60.581233978271484,229.57333374023438,387.87347412109375
2021-06-29,122.27249908447266,59.10563278198242,226.9199981689453,384.62725830078125
2021-06-30,122.0895004272461,58.96900939941406,226.56666564941406,386.8880615234375
2021-07-01,122.44450378417969,58.77772521972656,225.97332763671875,391.1874694824219
2021-07-02,125.25749969482422,59.269596099853516,226.3000030517578,395.50616455078125
2021-07-05,,59.460872650146484,,
2021-07-06,126.19000244140625,59.24226760864258,219.86000061035156,396.3757019042969
2021-07-07,126.4739990234375,58.996334075927734,214.88333129882812,397.7283630371094
2021-07-08,125.04399871826172,58.77772521972656,217.60333251953125,396.07623291015625
2021-07-09,125.51850128173828,58.64109802246094,218.98333740234375,398.1630859375
2021-07-12,126.97550201416016,58.586448669433594,228.56666564941406,401.9600830078125
2021-07-13,127.34149932861328,58.91436004638672,222.84666442871094,404.3754577636719
2021-07-14,128.23699951171875,58.531795501708984,217.7933349609375,400.7041320800781
2021-07-15,127.00499725341797,58.094581604003906,216.86666870117188,405.83441162109375
2021-07-16,126.97000122070312,57.98527526855469,214.74000549316406,405.4962158203125
2021-07-19,124.5780029296875,57.903297424316406,215.4066619873047,395.21630859375
2021-07-20,126.20950317382812,57.7120246887207,220.1666717529297,398.9940185546875
2021-07-21,127.54900360107422,,218.42999267578125,400.60748291015625
2021-07-22,128.42149353027344,58.31318664550781,216.4199981689453,401.69921875
2021-07-23,133.01499938964844,57.930625915527344,214.4600067138672,403.56390380859375
2021-07-26,134.03500366210938,57.19282913208008,219.2066650390625,399.54473876953125
2021-07-27,131.89999389648438,56.81027603149414,214.92666625976562,401.0519104003906
2021-07-28,136.093994140625,56.83760452270508,215.66000366210938,395.3226318359375
2021-07-29,135.77749633789062,56.78294372558594,225.78334045410156,398.13409423828125
2021-07-30,134.72650146484375,56.3730583190918,229.06666564941406,398.2693786621094
2021-08-02,134.85450744628906,57.657379150390625,236.55667114257812,401.5060119628906
2021-08-03,135.6300048828125,58.012603759765625,236.5800018310547,407.62176513671875
2021-08-04,135.12550354003906,57.548065185546875,236.97332763671875,407.27398681640625
2021-08-05,136.25149536132812,57.6312370300293,238.2100067138672,397.2742614746094
2021-08-06,135.73849487304688,58.712337493896484,233.03334045410156,401.07122802734375
2021-08-09,136.91299438476562,57.88072204589844,237.9199981689453,396.9650573730469
2021-08-10,136.8070068359375,56.6887321472168,236.663330078125,397.84423828125
2021-08-11,136.2790069580078,58.019317626953125,235.94000244140625,393.94097900390625
2021-08-12,137.19400024414062,57.714393615722656,240.75,392.22119140625
2021-08-13,137.7274932861328,58.019317626953125,239.05667114257812,395.8056945800781
2021-08-16,138.3094940185547,59.43307113647461,228.72332763671875,403.0904541015625
2021-08-17,136.6614990234375,58.6014518737793,221.90333557128906,407.5058288574219
2021-08-18,135.44900512695312,58.878662109375,229.663330078125,403.1968078613281
2021-08-19,135.67999267578125,,224.49000549316406,413.4090881347656
2021-08-20,137.42950439453125,57.38174819946289,226.75332641601562,415.16741943359375
2021-08-23,140.04150390625,57.10454177856445,235.43333435058594,410.96466064453125
2021-08-24,141.26150512695312,58.712337493896484,236.163330078125,409.0806579589844
2021-08-25,142.07899475097656,58.823219299316406,237.06666564941406,405.53485107421875
2021-08-26,141.4405059814453,58.546016693115234,233.72000122070312,402.7427062988281
2021-08-27,144.00399780273438,58.740055084228516,237.30667114257812,404.5880126953125
2021-08-30,144.5904998779297,59.5162353515625,243.6366729736328,404.1435852050781
2021-08-31,144.69749450683594,61.45668029785156,245.24000549316406,402.1822814941406
2021-09-01,145.2154998779297,61.40123748779297,244.69667053222656,403.2257385253906
2021-09-02,143.28700256347656,61.06859588623047,244.1300048828125,409.37054443359375
2021-09-03,143.739501953125,62.70410919189453,244.52333068847656,408.54931640625
2021-09-06,,61.872493743896484,,
2021-09-07,144.28050231933594,62.01109313964844,250.97332763671875,406.984130859375
2021-09-08,143.6909942626953,62.426902770996094,251.2899932861328,401.33209228515625
2021-09-09,143.54100036621094,62.53779220581055,251.6199951171875,400.5205383300781
2021-09-10,140.87600708007812,,245.42333984375,391.6103820800781
2021-09-13,142.33250427246094,63.203086853027344,247.6666717529297,401.8973083496094
2021-09-14,142.54449462890625,63.89610290527344,248.163330078125,399.97760009765625
2021-09-15,144.42950439453125,64.53367614746094,251.94332885742188,404.8059387207031
2021-09-16,143.61000061035156,65.61477661132812,252.3300018310547,404.14666748046875
2021-09-17,140.8000030517578,65.55933380126953,253.163330078125,407.36553955078125
2021-09-20,138.71949768066406,63.535728454589844,243.38999938964844,400.1326904296875
2021-09-21,139.0330047607422,63.75749969482422,246.4600067138672,399.7836608886719
2021-09-22,140.2834930419922,64.56139373779297,250.64666748046875,396.2545471191406
2021-09-23,141.21600341796875,65.42073059082031,251.2133331298828,395.60491943359375
2021-09-24,142.21499633789062,65.00492858886719,258.1300048828125,394.683837890625
2021-09-27,141.07200622558594,65.7811050415039,263.78668212890625,392.928955078125
2021-09-28,135.8300018310547,68.16508483886719,259.1866760253906,386.4814758300781
2021-09-29,134.35350036621094,70.65994262695312,260.4366760253906,388.2170104980469
2021-09-30,133.67599487304688,69.46794891357422,258.49334716796875,378.8414306640625
2021-10-01,136.54299926757812,70.6322250366211,258.40667724609375,380.4799499511719
2021-10-04,133.6595001220703,69.99464416503906,260.510009765625,375.2250061035156
2021-10-05,136.0229949951172,72.01824951171875,260.1966552734375,381.4494934082031
2021-10-06,137.56500244140625,72.1291275024414,260.9166564941406,382.2445373535156
2021-10-07,139.22500610351562,73.32112121582031,264.53668212890625,392.3763427734375
2021-10-08,139.78550720214844,73.0716323852539,261.8299865722656,396.0218200683594
2021-10-11,138.91400146484375,72.93302154541016,263.9800109863281,392.657470703125
2021-10-12,136.44900512695312,72.7667007446289,268.5733337402344,390.96075439453125
2021-10-13,137.58200073242188,72.7667007446289,270.3599853515625,391.2613220214844
2021-10-14,141.1510009765625,74.51311492919922,272.7733459472656,407.5594787597656
2021-10-15,141.3679962158203,,281.010009765625,415.03472900390625
2021-10-18,142.7779998779297,75.5942153930664,290.03668212890625,411.6897277832031
2021-10-19,143.23699951171875,74.18045043945312,288.0899963378906,411.4570007324219
2021-10-20,141.7689971923828,72.37862396240234,288.6000061035156,421.8409118652344
2021-10-21,141.88600158691406,72.98846435546875,298.0,428.8119201660156
2021-10-22,137.56649780273438,72.46177673339844,303.2266540527344,435.4824523925781
2021-10-25,137.44700622558594,72.32318115234375,341.6199951171875,435.80242919921875
2021-10-26,139.30850219726562,72.90530395507812,339.4766540527344,440.7956237792969
2021-10-27,146.21749877929688,72.51721954345703,345.9533386230469,439.6708984375
2021-10-28,145.8489990234375,71.32523345947266,359.0133361816406,441.57122802734375
2021-10-29,148.04600524902344,70.93714904785156,371.3333435058594,446.44805908203125
2021-11-01,143.4969940185547,72.98846435546875,402.86334228515625,440.2817077636719
2021-11-02,145.4324951171875,72.51721954345703,390.6666564941406,438.2747497558594
2021-11-03,146.59800720214844,73.48744201660156,404.6199951171875,443.4036560058594
2021-11-04,148.2675018310547,74.65170288085938,409.9700012207031,442.8509826660156
2021-11-05,148.8520050048828,,407.36334228515625,441.929931640625
2021-11-08,149.031005859375,77.86730194091797,387.64666748046875,448.5325927734375
2021-11-09,148.9185028076172,77.45149230957031,341.1666564941406,450.2099304199219
2021-11-10,145.89349365234375,77.3128890991211,355.98333740234375,445.8953552246094
2021-11-11,145.76649475097656,76.651611328125,354.5033264160156,443.46185302734375
2021-11-12,148.67799377441406,76.4503402709961,344.47332763671875,445.0131530761719
2021-11-15,148.45199584960938,76.3928451538086,337.7966613769531,437.072509765625
2021-11-16,147.87600708007812,75.32903289794922,351.57666015625,435.928466796875
2021-11-17,148.0469970703125,73.86270141601562,363.0033264160156,435.27886962890625
2021-11-18,149.8385009765625,74.38023376464844,365.4599914550781,435.7830505371094
2021-11-19,148.92649841308594,,379.0199890136719,426.6014404296875
2021-11-22,146.302001953125,71.59133911132812,385.6233215332031,424.21630859375
2021-11-23,145.78199768066406,72.5401382446289,369.6766662597656,433.5142822265625
2021-11-24,146.1199951171875,73.3739242553711,372.0,436.4519958496094
2021-11-25,,72.25261688232422,,
2021-11-26,142.18299865722656,69.54997253417969,360.6400146484375,426.5141296386719
2021-11-29,145.53050231933594,68.31365966796875,378.9966735839844,438.2359619140625
2021-11-30,141.8975067138672,68.39991760253906,381.586669921875,430.6929016113281
2021-12-01,141.05149841308594,67.68113708496094,365.0,430.80914306640625
2021-12-02,142.96600341796875,69.37745666503906,361.5333251953125,432.43804931640625
2021-12-03,142.00149536132812,70.2687759399414,338.3233337402344,437.0584411621094
2021-12-06,143.15499877929688,69.54997253417969,336.336669921875,447.553955078125
2021-12-07,147.26950073242188,69.34870910644531,350.5833435058594,452.0479431152344
2021-12-08,148.18649291992188,69.23370361328125,356.32000732421875,456.0652160644531
2021-12-09,147.6385040283203,68.83119201660156,334.6000061035156,460.4035339355469
2021-12-10,148.00149536132812,69.03245544433594,339.010009765625,465.17950439453125
2021-12-13,145.82650756835938,68.02613830566406,322.13665771484375,465.0920104980469
2021-12-14,143.90699768066406,67.79613494873047,319.5033264160156,466.3759460449219
2021-12-15,146.4409942626953,66.53106689453125,325.3299865722656,480.8887939453125
2021-12-16,144.44500732421875,66.559814453125,308.97332763671875,479.4102478027344
2021-12-17,141.72500610351562,64.89222717285156,310.8566589355469,473.826904296875
2021-12-20,141.60699462890625,62.534603118896484,299.9800109863281,470.5294494628906
2021-12-21,143.47250366210938,62.965877532958984,312.84332275390625,473.9144592285156
2021-12-22,146.4149932861328,62.70710372924805,336.2900085449219,480.6456298828125
2021-12-23,146.91650390625,64.48970031738281,355.6666564941406,481.8614807128906
2021-12-24,,63.39714813232422,,
2021-12-27,147.906494140625,63.684669494628906,364.64666748046875,485.86907958984375
2021-12-28,146.68699645996094,64.57595825195312,362.8233337402344,489.2152099609375
2021-12-29,146.65499877929688,64.11592864990234,362.0633239746094,491.78314208984375
2021-12-30,146.20050048828125,63.56964874267578,356.7799987792969,490.66448974609375
2021-12-31,144.8520050048828,64.11592864990234,352.260009765625,488.43701171875
2022-01-03,144.9915008544922,64.94973754882812,399.9266662597656,488.57318115234375
2022-01-04,144.39950561523438,65.58226776123047,383.1966552734375,477.5037841796875
2022-01-05,137.77499389648438,67.42235565185547,362.7066650390625,476.3267517089844
2022-01-06,137.74749755859375,67.42235565185547,354.8999938964844,456.8336486816406
2022-01-07,137.01699829101562,68.14114379882812,342.32000732421875,446.0851745605469
2022-01-10,138.66949462890625,68.83119201660156,352.7066650390625,452.31048583984375
2022-01-11,139.73599243164062,68.19865417480469,354.79998779296875,456.2013854980469
2022-01-12,141.4304962158203,68.5149154663086,368.739990234375,460.7926025390625
2022-01-13,138.58700561523438,69.66497802734375,343.85333251953125,454.6741943359375
2022-01-14,139.48049926757812,70.90129852294922,349.8699951171875,455.89984130859375
2022-01-17,,71.16006469726562,,
2022-01-18,135.9980010986328,71.27506256103516,343.5033264160156,448.4099426269531
2022-01-19,135.1165008544922,71.93634796142578,331.8833312988281,449.898193359375
2022-01-20,133.3074951171875,72.16636657714844,332.0899963378906,450.3651123046875
2022-01-21,130.35150146484375,69.98124694824219,314.6333312988281,448.5850830078125
2022-01-24,130.8040008544922,69.2049560546875,310.0,449.655029296875
2022-01-25,126.93499755859375,69.83749389648438,306.1333312988281,444.3731994628906
2022-01-26,129.23300170898438,,312.4700012207031,445.9198303222656
2022-01-27,129.0050048828125,70.5562744140625,276.3666687011719,449.0033264160156
2022-01-28,133.3509979248047,71.36132049560547,282.1166687011719,453.34161376953125
2022-01-31,135.30349731445312,71.99385833740234,312.239990234375,459.6739807128906
2022-02-01,137.6439971923828,70.00999450683594,310.4166564941406,455.6274719238281
2022-02-02,148.0,71.56259155273438,301.88665771484375,466.6871643066406
2022-02-03,143.08999633789062,71.67759704589844,297.0466613769531,475.431884765625
2022-02-04,143.29299926757812,71.39006805419922,307.7733459472656,469.98468017578125
2022-02-07,139.2010040283203,70.6712875366211,302.4466552734375,470.500244140625
2022-02-08,139.3990020751953,69.77998352050781,307.3333435058594,479.94525146484375
2022-02-09,141.5919952392578,71.98011779785156,310.6666564941406,484.5072937011719
2022-02-10,138.6199951171875,71.32603454589844,301.51666259765625,473.4378356933594
2022-02-11,134.28250122070312,72.57476043701172,286.6666564941406,465.0822448730469
2022-02-14,135.5260009765625,69.30428314208984,291.9200134277344,461.45404052734375
2022-02-15,136.60850524902344,70.61246490478516,307.4766540527344,465.17950439453125
2022-02-16,137.73800659179688,72.24771118164062,307.7966613769531,466.9498291015625
2022-02-17,132.53900146484375,72.18824005126953,292.1166687011719,457.50482177734375
2022-02-18,130.4029998779297,72.03958129882812,285.6600036621094,455.0438537597656
2022-02-21,,70.88006591796875,,
2022-02-22,129.81350708007812,69.63133239746094,273.84332275390625,449.8885192871094
2022-02-23,127.58799743652344,69.66106414794922,254.67999267578125,447.07733154296875
2022-02-24,132.6909942626953,65.4094467163086,266.92333984375,443.44915771484375
2022-02-25,134.45950317382812,66.80683135986328,269.9566650390625,462.7671813964844
2022-02-28,135.0570068359375,68.38260650634766,290.1433410644531,462.8838806152344
2022-03-01,134.06149291992188,,288.1233215332031,463.2535705566406
2022-03-02,134.57150268554688,66.74736785888672,293.2966613769531,472.1343994140625
2022-03-03,133.89950561523438,68.17448425292969,279.7633361816406,473.3114013671875
2022-03-04,131.906494140625,67.34200286865234,279.42999267578125,485.04229736328125
2022-03-07,126.37850189208984,66.74736785888672,268.1933288574219,473.583740234375
2022-03-08,127.10449981689453,69.60160064697266,274.79998779296875,460.53961181640625
2022-03-09,133.4199981689453,69.5421371459961,286.3233337402344,472.3191833496094
2022-03-10,132.42950439453125,71.92066192626953,279.4333190917969,478.0290222167969
2022-03-11,129.87049865722656,73.55590057373047,265.1166687011719,471.08282470703125
2022-03-14,125.95099639892578,71.83146667480469,255.4566650390625,476.0095520019531
2022-03-15,129.197998046875,70.7611312866211,267.2966613769531,485.75567626953125
2022-03-16,133.28050231933594,72.51528930664062,280.07666015625,486.0971374511719
2022-03-17,133.83900451660156,72.15850830078125,290.5333251953125,494.6432800292969
2022-03-18,136.12550354003906,,301.7966613769531,493.7652587890625
2022-03-21,136.10150146484375,70.16649627685547,307.0533447265625,495.2676696777344
2022-03-22,139.8679962158203,71.74226379394531,331.32666015625,492.98480224609375
2022-03-23,138.27549743652344,72.36663818359375,333.03668212890625,490.9458312988281
2022-03-24,141.57200622558594,71.71253967285156,337.97332763671875,500.9261169433594
2022-03-25,141.67300415039062,70.64220428466797,336.8800048828125,500.5066223144531
2022-03-28,141.45550537109375,71.32603454589844,363.9466552734375,500.67242431640625
2022-03-29,142.5054931640625,70.34488677978516,366.5233459472656,498.2627258300781
2022-03-30,141.93850708007812,69.69078826904297,364.663330078125,508.1064453125
2022-03-31,139.0675048828125,70.73139953613281,359.20001220703125,497.52130126953125
2022-04-01,140.15049743652344,72.60448455810547,361.5299987792969,500.0773620605469
2022-04-04,142.97149658203125,72.7234115600586,381.8166809082031,497.570068359375
2022-04-05,140.59100341796875,72.93153381347656,363.7533264160156,505.12115478515625
2022-04-06,136.54800415039062,74.95328521728516,348.586669921875,518.7696533203125
2022-04-07,135.8885040283203,73.46670532226562,352.4200134277344,523.8427124023438
2022-04-08,133.28750610351562,75.48844146728516,341.8299865722656,532.6327514648438
2022-04-11,128.82350158691406,76.61824035644531,325.30999755859375,524.32080078125
2022-04-12,127.7145004272461,74.95328521728516,328.98333740234375,520.6817626953125
2022-04-13,129.8939971923828,76.05333709716797,340.7900085449219,523.8914794921875
2022-04-14,126.7300033569336,,328.3333435058594,521.7647094726562
2022-04-18,127.67649841308594,76.17227172851562,334.7633361816406,521.0427856445312
2022-04-19,130.00900268554688,77.48046112060547,342.7166748046875,524.574462890625
2022-04-20,128.0399932861328,79.32382202148438,325.73333740234375,532.6815185546875
